ColumnName,Tables,DataType,DataLength,Key
Mask,"BillPayment.MaskForBillers,BillPayment.TransferR,Regalii.Billers,Regalii.TransferR",varchar,500, 
MaskAccountOnReceipt,dbo.SoftgateBillPaymentTransactions,bit, , 
MaskAcctOnReceipt,"Softgate.TBillers,Softgate.Billers",bit, , 
MaskAcctOnReceipt,"Softgate.TBillers,Softgate.Billers",char,1, 
MaskFormat,"dbo.MaskConfiguration,dbo.MaskIncremental",nvarchar,200, 
Master_Account,dbo.WellsFargoReportDetailExcel,varchar,-1, 
Master_Account_Name,dbo.WellsFargoReportDetailExcel,varchar,-1, 
Master_Account_TIN,dbo.WellsFargoReportDetailExcel,varchar,-1, 
Match,Soporte.OFACSample,xml,-1, 
MatchDetail,Soporte.OFACSample,xml,-1, 
MatchPercentage,BIWS.ValidatedNameBI,int, , 
MaxAmount,dbo.AmountBaseByCurrency,money, , 
MaxCheckAmount,dbo.CC_MaxCustFeeByState,money, , 
MaxFixedFee,dbo.CC_MaxCustFeeByState,money, , 
MAXI TRANSFERS CORP           ,dbo.Unclaimed26,nvarchar,255, 
MaxiDepartment,Corp.MaxiDepartment,nvarchar,150, 
MaxiFee,"dbo.AgentApplicationCompetition,InternalSalesMonitor.AgentCompetition",nvarchar,-1, 
MaxiLine1,Corp.MultiIRDPrintReport,nvarchar,100, 
MaxiLine2,Corp.MultiIRDPrintReport,nvarchar,100, 
MaxiLine3,Corp.MultiIRDPrintReport,nvarchar,100, 
Maximo,"BillPayment.LengthRule,dbo.LengthRule",int, , 
MaximumDays,dbo.AgentSelectDateException,int, , 
MaxiReason,CheckConfig.ReasonBanksRejetedChecks,varchar,-1, 
MaxPercFee,dbo.CC_MaxCustFeeByState,money, , 
MaxPhoneLength,dbo.DialingCodePhoneNumber,int, , 
MaxPrice,dbo.CellularRtrProducts,money, , 
MaxRange,"dbo.ClaimCodeProfile,dbo.OfacKycCheck",bigint, , 
MaxRange,"dbo.ClaimCodeProfile,dbo.OfacKycCheck",float, , 
MaxValue,"dbo.AMLP_ParameterDetail,dbo.AMLP_MonitorSettings",int, , 
Memo,dbo.OtherChargesMemo,nvarchar,-1, 
MerchantId,"dbo.PosSettlement,dbo.AgentPosMerchant,dbo.PosTransfer",nvarchar,100, 
MerchantId,"dbo.PosSettlement,dbo.AgentPosMerchant,dbo.PosTransfer",varchar,200, 
MerchId,"Softgate.MerchIdState,dbo.BillPaymentTransactions,WellsFargo.WFConfig",int, , 
MerchId,"Softgate.MerchIdState,dbo.BillPaymentTransactions,WellsFargo.WFConfig",nvarchar,-1, 
Message,"dbo.LogForJobProcess,BillPayment.ResPonseCodesAggregator,dbo.LogBillPayment,TransFerTo.Response,moneyalert.ErrorLogForStoreProcedure,ExRateService.ServiceLogDetails,dbo.ProductsLog,dbo.ServiceGeneralLog,Soporte.InfoLogForListener,dbo.AgentPreviewModuleLog,dbo.LenguageResource_BK191105,Infinite.TextMessageInfinite,dbo.ServiceLogDetails,dbo.LogError,dbo.LenguageResource,dbo.ServiceSumaryLogs,dbo.LogForListenerWinService,dbo.LogForListener,Services.LogServices,dbo.errorOfacLFL",nvarchar,255, 
message,"dbo.LogForJobProcess,BillPayment.ResPonseCodesAggregator,dbo.LogBillPayment,TransFerTo.Response,moneyalert.ErrorLogForStoreProcedure,ExRateService.ServiceLogDetails,dbo.ProductsLog,dbo.ServiceGeneralLog,Soporte.InfoLogForListener,dbo.AgentPreviewModuleLog,dbo.LenguageResource_BK191105,Infinite.TextMessageInfinite,dbo.ServiceLogDetails,dbo.LogError,dbo.LenguageResource,dbo.ServiceSumaryLogs,dbo.LogForListenerWinService,dbo.LogForListener,Services.LogServices,dbo.errorOfacLFL",varchar,200, 
MessageEn,Teleprompter.MessagesToClose,varchar,-1, 
MessageENG,dbo.FD_InquiryTicketCustomMessages,varchar,100, 
MessageError,moneyalert.StatusChangePushMessageDetail,nvarchar,-1, 
MessageES,"Teleprompter.MessagesToClose,dbo.LenguageResources",nvarchar,-1, 
MessageEs,"Teleprompter.MessagesToClose,dbo.LenguageResources",varchar,-1, 
MessageEsp,"BillPayment.ResPonseCodesAggregator,dbo.FD_InquiryTicketCustomMessages",nvarchar,255, 
MessageESP,"BillPayment.ResPonseCodesAggregator,dbo.FD_InquiryTicketCustomMessages",varchar,100, 
MessageInEnglish,"dbo.DenyListIssuerCheckActions,dbo.CustomerBlackListRule,dbo.XAgentKYCRules,dbo.BrokenRulesByTransfer,dbo.BrokenRulesByPretransfer,dbo.KYCRule,MoneyOrder.SaleRecordBrokenRules,dbo.DenyListCustomerActions,dbo.DenyListBeneficiaryActions",nvarchar,-1, 
MessageInEnglish,"dbo.DenyListIssuerCheckActions,dbo.CustomerBlackListRule,dbo.XAgentKYCRules,dbo.BrokenRulesByTransfer,dbo.BrokenRulesByPretransfer,dbo.KYCRule,MoneyOrder.SaleRecordBrokenRules,dbo.DenyListCustomerActions,dbo.DenyListBeneficiaryActions",varchar,500, 
MessageInSpanish,"dbo.DenyListIssuerCheckActions,dbo.CustomerBlackListRule,dbo.XAgentKYCRules,dbo.BrokenRulesByTransfer,dbo.BrokenRulesByPretransfer,dbo.KYCRule,MoneyOrder.SaleRecordBrokenRules,dbo.DenyListCustomerActions,dbo.DenyListBeneficiaryActions",nvarchar,-1, 
MessageInSpanish,"dbo.DenyListIssuerCheckActions,dbo.CustomerBlackListRule,dbo.XAgentKYCRules,dbo.BrokenRulesByTransfer,dbo.BrokenRulesByPretransfer,dbo.KYCRule,MoneyOrder.SaleRecordBrokenRules,dbo.DenyListCustomerActions,dbo.DenyListBeneficiaryActions",varchar,500, 
MessageIsRead,msg.MessageSubcribers,bit, , 
MessageKey,"dbo.LenguageResource_BK191105,dbo.LenguageResource",nvarchar,150, 
MessageType,Infinite.MessageTypes,nvarchar,100, 
MessageUS,dbo.LenguageResources,nvarchar,-1, 
MessageXML,"dbo.SBReceiveUpdateMessageLog,dbo.SBSendUpdateMessageLog,dbo.SBMessageLog,dbo.SBSendGatewayMessageLog,dbo.SBReceiveGatewayMessageLog,dbo.SBSendOriginMessageLog,dbo.SBReceiveOriginMessageLog",xml,-1, 
MetaPhoneFull,dbo.CustomerSearch2,nvarchar,1500, 
MetaPhoneSplit,"dbo.CustomerSearch,dbo.CustomerSearch2",nvarchar,1500, 
Method,dbo.MailQueueErrorLog,varchar,200, 
MethodsParams,"Soporte.InfoLogForListener,dbo.LogForListener,dbo.errorOfacLFL",nvarchar,-1, 
MgDirectedSendCountry,MoneyGram.Country,bit, , 
MgiTransactionSessionID,MoneyGram.Transaction,varchar,40, 
MgManaged,MoneyGram.CountryCurrency,varchar,20, 
MicrAmount,dbo.Checks,varchar,-1, 
MicrAuxOnUs,dbo.Checks,varchar,-1, 
MicrEPC,dbo.Checks,varchar,1, 
MicrManual,dbo.Checks,varchar,-1, 
MicrOnUs,dbo.Checks,varchar,-1, 
MicrOriginal,dbo.Checks,varchar,-1, 
MicrRoutingTransitNumber,dbo.Checks,varchar,-1, 
MimeType,dbo.FileTypes,varchar,50, 
Minimum,"BillPayment.LengthRule,dbo.LengthRule",int, , 
MinimunAmount,WellsFargo.TransferWFEcheck,money, , 
MinimunFolio,dbo.ClaimCodeNotificationRules,int, , 
MinMatchScore,MoneyOrder.SaleRecordOFACLog,tinyint, , 
MinPercentOfacMatch,"dbo.CheckOFACInfo,dbo.TransferOFACInfo",float, , 
MinPhoneLength,dbo.DialingCodePhoneNumber,int, , 
MinPrice,dbo.CellularRtrProducts,money, , 
MinRange,"dbo.ClaimCodeProfile,dbo.OfacKycCheck",bigint, , 
MinRange,"dbo.ClaimCodeProfile,dbo.OfacKycCheck",float, , 
MinValue,"dbo.AMLP_ParameterDetail,dbo.AMLP_MonitorSettings",int, , 
Model,dbo.AgentAppEquipmentDetails,nvarchar,-1, 
ModifierCommissionSlider,"dbo.Transfer,dbo.PreTransfer,dbo.TransferClosed,dbo.PreTransferClosed",money, , 
ModifierExchangeRateSlider,"dbo.Transfer,dbo.PreTransfer,dbo.TransferClosed,dbo.PreTransferClosed",money, , 
Module,dbo.LogForWaitingProcess,varchar,-1, 
ModuleKey,dbo.AgentPreviewModule,varchar,80, 
ModuleName,"dbo.AgentPreviewModule,dbo.AdditionalRestriction",nvarchar,-1, 
ModuleName,"dbo.AgentPreviewModule,dbo.AdditionalRestriction",varchar,120, 
MondayClosed,InternalSalesMonitor.Details,bit, , 
MondayEnd,InternalSalesMonitor.Details,time, , 
MondayStart,InternalSalesMonitor.Details,time, , 
MoneyAlertInvitation,"dbo.Agent,dbo.AgentMirror",bit, , 
MoneyOrderPrinter,dbo.PcIdentifier,varchar,200, 
MoneySource,"dbo.TransferClosedOnWhoseBehalf,dbo.Transfer,dbo.PreTransfer,dbo.OnWhoseBehalf,dbo.TransferClosed,dbo.PreTransferClosed",nvarchar,200, 
MonthlyCommission,dbo.CommissionHoldForExcel,money, , 
MovementType,BillPayment.LogForBillers,varchar,500, 
MoveType,"Soporte.CollectionReport_PendingChecks,Soporte.CollectionReport_Depositos,Soporte.CollectionReport_Checks,Soporte.CollectionReport_Batches",varchar,250, 
MsgCC,dbo.MailQueue,varchar,255, 
MsgCCO,dbo.MailQueue,varchar,255, 
MsgRecipient,dbo.MailQueue,varchar,255, 
Msisdn,TransFerTo.TransferTTo,nvarchar,-1, 
MsrpFee,"BillPayment.BillersTempOct,BillPayment.BillersbACKUP202010,BillPayment.Billers",decimal, , 
Name,"dbo.TransferClosedOnWhoseBehalf,dbo.UsersType,dbo.CommisionCollectionConcept,Elastic.Customers,dbo.GlobalAttributes,dbo.AgentReceiptType,dbo.IssuerChecks,dbo.Owner-old,dbo.AgentEntityType,BillPayment.TransferR,dbo.CompetitionCountry,BillPayment.EntityToValidate,dbo.Modulo,dbo.AgentTaxIdType,dbo.CompetitionTransmitter,moneyalert.BeneficiaryMobile,BillPayment.FieldToValidate,dbo.BeneficiaryMirror,dbo.AgentType,dbo.DictionarySubCategoryOccupation,dbo.ProviderContact,dbo.sysdiagrams,dbo.Ownerofac,dbo.AMLP_Parameter,dbo.Checks,dbo.DocumentOwnerType,moneyalert.CustomerMobile,dbo.AMLP_MonitorSettings,dbo.FD_Enviroment,Regalii.Billers,Regalii.TransferR,msg.MessageStatus,dbo.AgentLicensedType,dbo.AgentZeusView,dbo.AgentClass,dbo.ContactEntity,BillPayment.BillersTempOct,dbo.OwnerREsp05Agsoto2021,dbo.AtlasCustomer,dbo.CustomerIdentificationType,dbo.AgentCollectType,dbo.Customer,dbo.RegistrosPorTabla,dbo.statesInfo,dbo.MaskConfiguration,dbo.FD_Entity,dbo.AgentBusinessTypes,dbo.Beneficiary,dbo.EvaluationEntityType,dbo.CustomerIdentificationType_BK191113,dbo.ComplianceProducts,dbo.Carriers,dbo.NSConfiguration,dbo.NSEntity,dbo.AgentAppW9Information,Soporte.Customer180427,dbo.Application,dbo.Option,Infinite.Priority,Corp.OfacValidationStatus,dbo.reporteautidoria2015,dbo.EntityToValidate,dbo.DictionaryOccupationold,Corp.OfacValidationEntityType,Corp.OfacValidationDetail,dbo.CollectionNotificationRuleType,Corp.TaxIDType,dbo.EquipmentType,dbo.CollectionNotificationRule,Corp.OfacValidationDetailMatch,dbo.DictionaryOccupation,dbo.DictionaryNames,Corp.OfacValidationDetailMatchAka,dbo.FieldToValidate,dbo.NSProcessType,dbo.GatewayCatalogType,dbo.DictionaryRelationship,dbo.Lenguage,dbo.DictionaryPurpose,dbo.OnWhoseBehalf,dbo.DictionarySource,BillPayment.BillersbACKUP202010,dbo.AgentCollectionConcept,dbo.OfacAuditType,dbo.CustomerMirror,dbo.QueueFaxesStatus,dbo.OptionTemp,dbo.OfacAuditStatus,MoneyGram.Rewards,dbo.OfacAuditDetail,dbo.Owner,dbo.AgentGroup,dbo.AgentBusinessType,dbo.AMLP_SuspiciousKYCHoldReason,dbo.CallStatus,Soporte.OFACSample,dbo.DocumentTransfertStatus,dbo.BeneficiaryIdentificationType,dbo.KYCActor,dbo.DocumentTypes,BillPayment.Aggregator,dbo.CheckProcessorBank,dbo.CallRegreats,BillPayment.Billers,dbo.NSCatalogEntity,BillPayment.BillersTempFidelity",nvarchar,500,PK
Name,"dbo.TransferClosedOnWhoseBehalf,dbo.UsersType,dbo.CommisionCollectionConcept,Elastic.Customers,dbo.GlobalAttributes,dbo.AgentReceiptType,dbo.IssuerChecks,dbo.Owner-old,dbo.AgentEntityType,BillPayment.TransferR,dbo.CompetitionCountry,BillPayment.EntityToValidate,dbo.Modulo,dbo.AgentTaxIdType,dbo.CompetitionTransmitter,moneyalert.BeneficiaryMobile,BillPayment.FieldToValidate,dbo.BeneficiaryMirror,dbo.AgentType,dbo.DictionarySubCategoryOccupation,dbo.ProviderContact,dbo.sysdiagrams,dbo.Ownerofac,dbo.AMLP_Parameter,dbo.Checks,dbo.DocumentOwnerType,moneyalert.CustomerMobile,dbo.AMLP_MonitorSettings,dbo.FD_Enviroment,Regalii.Billers,Regalii.TransferR,msg.MessageStatus,dbo.AgentLicensedType,dbo.AgentZeusView,dbo.AgentClass,dbo.ContactEntity,BillPayment.BillersTempOct,dbo.OwnerREsp05Agsoto2021,dbo.AtlasCustomer,dbo.CustomerIdentificationType,dbo.AgentCollectType,dbo.Customer,dbo.RegistrosPorTabla,dbo.statesInfo,dbo.MaskConfiguration,dbo.FD_Entity,dbo.AgentBusinessTypes,dbo.Beneficiary,dbo.EvaluationEntityType,dbo.CustomerIdentificationType_BK191113,dbo.ComplianceProducts,dbo.Carriers,dbo.NSConfiguration,dbo.NSEntity,dbo.AgentAppW9Information,Soporte.Customer180427,dbo.Application,dbo.Option,Infinite.Priority,Corp.OfacValidationStatus,dbo.reporteautidoria2015,dbo.EntityToValidate,dbo.DictionaryOccupationold,Corp.OfacValidationEntityType,Corp.OfacValidationDetail,dbo.CollectionNotificationRuleType,Corp.TaxIDType,dbo.EquipmentType,dbo.CollectionNotificationRule,Corp.OfacValidationDetailMatch,dbo.DictionaryOccupation,dbo.DictionaryNames,Corp.OfacValidationDetailMatchAka,dbo.FieldToValidate,dbo.NSProcessType,dbo.GatewayCatalogType,dbo.DictionaryRelationship,dbo.Lenguage,dbo.DictionaryPurpose,dbo.OnWhoseBehalf,dbo.DictionarySource,BillPayment.BillersbACKUP202010,dbo.AgentCollectionConcept,dbo.OfacAuditType,dbo.CustomerMirror,dbo.QueueFaxesStatus,dbo.OptionTemp,dbo.OfacAuditStatus,MoneyGram.Rewards,dbo.OfacAuditDetail,dbo.Owner,dbo.AgentGroup,dbo.AgentBusinessType,dbo.AMLP_SuspiciousKYCHoldReason,dbo.CallStatus,Soporte.OFACSample,dbo.DocumentTransfertStatus,dbo.BeneficiaryIdentificationType,dbo.KYCActor,dbo.DocumentTypes,BillPayment.Aggregator,dbo.CheckProcessorBank,dbo.CallRegreats,BillPayment.Billers,dbo.NSCatalogEntity,BillPayment.BillersTempFidelity",varchar,500,PK
Name_On_Account,"BillPayment.TransferR,Regalii.TransferR",nvarchar,3000, 
Name1,dbo.OfacSplit,nvarchar,200, 
Name2,dbo.OfacSplit,nvarchar,200, 
Name3,dbo.OfacSplit,nvarchar,200, 
NameAggregator,"BillPayment.BillersTempOct,BillPayment.BillersbACKUP202010,BillPayment.Billers,BillPayment.BillersTempFidelity",varchar,-1, 
NameBeneficiaryBI,BIWS.ValidatedNameBI,nvarchar,250, 
NameBeneficiaryMAXI,BIWS.ValidatedNameBI,nvarchar,250, 
NameComplete,"Corp.OfacValidationDetailMatch,Corp.OfacValidationDetailMatchAka",nvarchar,100, 
NameEn,dbo.ComplianceProducts,nvarchar,-1, 
NameEs,"dbo.DictionarySubCategoryOccupation,dbo.CustomerIdentificationType,dbo.CustomerIdentificationType_BK191113,dbo.DictionaryOccupationold,dbo.DictionaryOccupation,dbo.DictionaryRelationship,dbo.DictionaryPurpose,dbo.DictionarySource,dbo.BeneficiaryIdentificationType",nvarchar,-1, 
NameEs,"dbo.DictionarySubCategoryOccupation,dbo.CustomerIdentificationType,dbo.CustomerIdentificationType_BK191113,dbo.DictionaryOccupationold,dbo.DictionaryOccupation,dbo.DictionaryRelationship,dbo.DictionaryPurpose,dbo.DictionarySource,dbo.BeneficiaryIdentificationType",varchar,100, 
NameInEnglish,dbo.XAgentKYCRules,varchar,-1, 
NameInSpanish,dbo.XAgentKYCRules,nvarchar,-1, 
NameOFACAction,dbo.OFACAction,nvarchar,-1, 
NameOnAccount,dbo.AgentAppAchInformation,nvarchar,-1, 
NamePor,dbo.BeneficiaryIdentificationType,nvarchar,-1, 
NeedsWFSubaccount,"dbo.AgentApplication,dbo.Agent,dbo.AgentsReportWellsFargoDetail,dbo.AgentApplicationsResp05Agosto2021,dbo.AgentApplications,dbo.AgentMirror",bit, , 
NeedsWFSubaccountDate,"dbo.AgentApplication,dbo.Agent,dbo.AgentsReportWellsFargoDetail,dbo.AgentApplicationsResp05Agosto2021,dbo.AgentApplications,dbo.AgentMirror",datetime, , 
NeedsWFSubaccountIduser,"dbo.AgentApplication,dbo.Agent,dbo.AgentsReportWellsFargoDetail,dbo.AgentApplicationsResp05Agosto2021,dbo.AgentApplications,dbo.AgentMirror",int, , 
NewIdTransfer,"dbo.TransferResend,dbo.TransferModify",int, , 
News,dbo.News,nvarchar,-1, 
NewsSpanish,dbo.News,nvarchar,-1, 
NewValue,"dbo.AgentPreviewModuleLog,dbo.GeneralUpdateTablesLog",nvarchar,-1, 
NewValue,"dbo.AgentPreviewModuleLog,dbo.GeneralUpdateTablesLog",varchar,-1, 
NextFolioToNotification,dbo.ClaimCodeNotificationRules,int, , 
NextScheduleTime,dbo.Gateway,datetime, , 
NextTableToFill,dbo.FillExchangeRateFastRead,nvarchar,-1, 
NextTick,Services.ServiceConfiguration,datetime, , 
NickName,"TransFerTo.TransferTTo,TransFerTo.CustomerFrequentNumber",nvarchar,-1, 
NOMBRE,dbo.sicuel_tableblk,varchar,50, 
Nota,dbo.LogUserAssigment,varchar,-1, 
Note,"dbo.ActionNotes,dbo.AgentCommisionCollection,MoneyOrder.SaleRecordDetails,dbo.TransferResend,dbo.LogForImages,dbo.TransferOFACReport,dbo.AgentException,dbo.MoneyBelongToCustomer,Operation.ProductTransferNote,MaxiMobile.TransferAdditionalInfo,dbo.CheckNote,dbo.BeneficiaryMirror,dbo.AgentOfacNoteHistory,dbo.AgentStatusHistory,dbo.CheckOFACReview,dbo.TransferClosedNote,dbo.CheckDetails,Regalii.Notes,dbo.Beneficiary,dbo.TransferOFACReview,dbo.Tickets,Soporte.CollectionReport_CP,dbo.TicketDetails,dbo.ACHMovement,dbo.TransferNote,dbo.AgentApplicationStatusHistory,InternalSalesMonitor.CallHistory,InternalSalesMonitor.Notes,dbo.ACHMovement_BK20200116,dbo.FaxTrainingHistory,dbo.CollectPlanForExcel,dbo.SpecialCommissionRule,dbo.AgentCollectionDetail,dbo.AgentSpecialCommCollection,dbo.SpecialCommissionRuleLog,dbo.CallHistory,dbo.BillPaymentNotes",nvarchar,1000, 
Note,"dbo.ActionNotes,dbo.AgentCommisionCollection,MoneyOrder.SaleRecordDetails,dbo.TransferResend,dbo.LogForImages,dbo.TransferOFACReport,dbo.AgentException,dbo.MoneyBelongToCustomer,Operation.ProductTransferNote,MaxiMobile.TransferAdditionalInfo,dbo.CheckNote,dbo.BeneficiaryMirror,dbo.AgentOfacNoteHistory,dbo.AgentStatusHistory,dbo.CheckOFACReview,dbo.TransferClosedNote,dbo.CheckDetails,Regalii.Notes,dbo.Beneficiary,dbo.TransferOFACReview,dbo.Tickets,Soporte.CollectionReport_CP,dbo.TicketDetails,dbo.ACHMovement,dbo.TransferNote,dbo.AgentApplicationStatusHistory,InternalSalesMonitor.CallHistory,InternalSalesMonitor.Notes,dbo.ACHMovement_BK20200116,dbo.FaxTrainingHistory,dbo.CollectPlanForExcel,dbo.SpecialCommissionRule,dbo.AgentCollectionDetail,dbo.AgentSpecialCommCollection,dbo.SpecialCommissionRuleLog,dbo.CallHistory,dbo.BillPaymentNotes",varchar,2000, 
NoteAdditional,"dbo.Transfer,dbo.PreTransfer,dbo.PreTransferClosed",nvarchar,-1, 
NoteCreditAmountChange,"dbo.AgentCreditLimitHistory,dbo.Agent",varchar,-1, 
NoteDate,dbo.TicketDetails,datetime, , 
NoteInToList,"dbo.DenyListIssuerChecks,dbo.DenyListBeneficiary,dbo.DenyListCustomer,dbo.WhiteListIssuerChecks",nvarchar,1000, 
NoteInToList,"dbo.DenyListIssuerChecks,dbo.DenyListBeneficiary,dbo.DenyListCustomer,dbo.WhiteListIssuerChecks",varchar,500, 
NoteOutFromList,"dbo.DenyListIssuerChecks,dbo.DenyListBeneficiary,dbo.DenyListCustomer,dbo.WhiteListIssuerChecks",nvarchar,1000, 
NoteOutFromList,"dbo.DenyListIssuerChecks,dbo.DenyListBeneficiary,dbo.DenyListCustomer,dbo.WhiteListIssuerChecks",varchar,500, 
NoteReasonNotCustomerPhone,dbo.TransferReasonNotCustomerPhone,nvarchar,500, 
Notes,"BillPayment.Posting,dbo.AgentApplication,dbo.Agent,dbo.XAgentFolios,Soporte.CollectionReport_PendingChecks,dbo.AMLP_MonitorSettings,dbo.CustomerBlackList,dbo.AgentDeposit,dbo.AMLP_SkippedSuspiciousAgent,Soporte.CollectionReport_Depositos,dbo.AgentApplicationsResp05Agosto2021,dbo.AgentOtherCharge,Soporte.CollectionReport_Checks,MoneyOrder.SequenceMovement,dbo.CommissionHoldForExcel,Soporte.CollectionReport_Batches,dbo.AgentApplications,dbo.AgentMirror",nvarchar,-1, 
Notes,"BillPayment.Posting,dbo.AgentApplication,dbo.Agent,dbo.XAgentFolios,Soporte.CollectionReport_PendingChecks,dbo.AMLP_MonitorSettings,dbo.CustomerBlackList,dbo.AgentDeposit,dbo.AMLP_SkippedSuspiciousAgent,Soporte.CollectionReport_Depositos,dbo.AgentApplicationsResp05Agosto2021,dbo.AgentOtherCharge,Soporte.CollectionReport_Checks,MoneyOrder.SequenceMovement,dbo.CommissionHoldForExcel,Soporte.CollectionReport_Batches,dbo.AgentApplications,dbo.AgentMirror",varchar,1000, 
NoteType,InternalSalesMonitor.NoteTypes,varchar,100, 
Number,"dbo.EmailCellularLog,moneyalert.ErrorLogForStoreProcedure,dbo.ZipCodeTimeZone,dbo.Processors",int, , 
Number,"dbo.EmailCellularLog,moneyalert.ErrorLogForStoreProcedure,dbo.ZipCodeTimeZone,dbo.Processors",nchar,10, 
Number,"dbo.EmailCellularLog,moneyalert.ErrorLogForStoreProcedure,dbo.ZipCodeTimeZone,dbo.Processors",nvarchar,5, 
Number_of_Agent_Locations,dbo.WellsFargoReportDetailExcel,varchar,-1, 
NumberLength,dbo.AmountBaseByCurrency,int, , 
NumberOfTransactions,dbo.AMLP_SuspiciousAgent,int, , 
numberUsed,dbo.HSBCNumbersUsedPesos,int, ,PK
NumberWithFormat,Infinite.CellularNumber,nvarchar,14, 
NumCancel,dbo.ProfitData,int, , 
NumDocs,MaxiMobile.TransferAdditionalInfo,int, , 
NumModify,"dbo.Transfer,dbo.TransferClosed",int, , 
NumRej,dbo.ProfitData,int, , 
NumTran,"dbo.DashboardForGatewayCountry,dbo.Dashboard",int, , 
NumTrans,dbo.ProfitData,int, , 
ObjectName,"dbo.AuditLog,dbo.GenericTableLog",varchar,-1, 
OCA,dbo.Unclaimed26,nvarchar,255, 
Occupation,"dbo.TransferClosedOnWhoseBehalf,dbo.BeneficiaryMirror,dbo.Customer,dbo.Beneficiary,Soporte.Customer180427,dbo.OnWhoseBehalf,dbo.CustomerMirror",nvarchar,-1, 
OccupationDetail,"dbo.Customer,Soporte.Customer180427,dbo.CustomerMirror",nvarchar,-1, 
OccupationRequired,"dbo.KYCRule,dbo.DenyListCustomerActions,dbo.DenyListBeneficiaryActions",bit, , 
OCRPosition,BillPayment.MaskForBillers,nvarchar,100, 
Ocupation,dbo.Checks,varchar,-1, 
OfacBusinessChecked,"dbo.AgentApplication,dbo.Agent,dbo.AgentApplicationsResp05Agosto2021,dbo.AgentApplications",bit, , 
OfacComplianceOfficerChecked,"dbo.Agent,dbo.AgentApplications",bit, , 
OfacGuarantorChecked,"dbo.AgentApplication,dbo.Agent,dbo.AgentApplicationsResp05Agosto2021,dbo.AgentApplications",bit, , 
OfacIndex,"dbo.OFAC_SDN_BK_20210213,dbo.OFAC_ALT_BK_20210213,dbo.OFAC_SDN,dbo.OFAC_ALT,dbo.OFAC_SDN_BAK_2021_01_06,dbo.OFAC_ALT_BAK_2021_01_06,dbo.OFAC_SDN_2021_01_25,dbo.OFAC_ALT_2021_01_25",int, , 
OfacOwnerChecked,"dbo.AgentApplication,dbo.Agent,dbo.AgentApplicationsResp05Agosto2021,dbo.AgentApplications",bit, , 
OldCustomer,dbo.CustomerCellPhoneVerificationRelation,xml,-1, 
OldIdStatus,dbo.TransferModify,int, , 
OldIdTransfer,"Operation.ProductTransfer,dbo.TransferModify",int, , 
OldStatusName,dbo.Status,nvarchar,-1, 
OldValue,dbo.GeneralUpdateTablesLog,nvarchar,-1, 
OnBehalf,dbo.BillPaymentTransactions,bit, , 
OnBehalf_Address,dbo.BillAccounts,nvarchar,-1, 
OnBehalf_City,dbo.BillAccounts,nvarchar,-1, 
OnBehalf_FirstName,dbo.BillAccounts,nvarchar,-1, 
OnBehalf_IdIssuer,dbo.BillAccounts,nvarchar,-1, 
OnBehalf_IdNumber,dbo.BillAccounts,nvarchar,-1, 
OnBehalf_IdType,dbo.BillAccounts,int, , 
OnBehalf_LastName,dbo.BillAccounts,nvarchar,-1, 
OnBehalf_MiddleName,dbo.BillAccounts,nvarchar,-1, 
OnBehalf_Occupation,dbo.BillAccounts,nvarchar,-1, 
OnBehalf_Ssn,dbo.BillAccounts,nvarchar,-1, 
OnBehalf_State,dbo.BillAccounts,nvarchar,-1, 
OnBehalf_Telephone,dbo.BillAccounts,nvarchar,-1, 
OnBehalf_Zip,dbo.BillAccounts,nvarchar,-1, 
OnlineTransfer,"dbo.PreTransfer,dbo.PreTransferClosed",bit, , 
ONP,dbo.Unclaimed26,nvarchar,255, 
OpenDate,"dbo.Agent,dbo.XAgentFolios,dbo.AgentZeusView,dbo.AgentsReportWellsFargoDetail,dbo.AgentMirror",datetime, , 
OpenTime,MoneyGram.AgentStoreHours,time, , 
Operation,"dbo.AuditLog,dbo.ProductsLog,dbo.GenericTableLog",varchar,50, 
OperationDate,dbo.Tickets,datetime, , 
OperationFee,"dbo.Transfer,dbo.PreTransfer,dbo.TransferClosed,dbo.PreTransferClosed",money, , 
OperativeSystem,dbo.UsersSession,varchar,100, 
Operator,"TransFerTo.TransferTTo,TransFerTo.ProductConfig",nvarchar,-1, 
OperatorID,TransFerTo.ProductConfig,int, , 
OperatorReference,TransFerTo.TransferTTo,nvarchar,-1, 
OptionName,"dbo.OtherChargesOption,dbo.AdditionalRestriction",nvarchar,-1, 
Order,"dbo.AdditionalField,MoneyGram.FieldsForProduct",int, , 
OrderByEntityToValidate,"BillPayment.ValidationRules,dbo.ValidationRules",int, , 
OrderID,dbo.PontualOrderID,varchar,50, 
OrderNumber,"dbo.Option,dbo.ActionAllowed,dbo.OptionTemp",int, , 
OrderReport,Soporte.CollectionReport_Checks,varchar,50, 
OriginalClaimCode,MoneyGram.Transaction,varchar,200, 
OriginalIdStatus,dbo.TransfersUpdateInProgress,int, , 
OriginAmountInMN,"dbo.TransferFraudDetail,dbo.Transfer,dbo.PreTransfer,dbo.TransferClosed,dbo.PreTransferClosed",money, , 
OriginatingCurrency,TransFerTo.ProductConfig,nvarchar,-1, 
OriginCurrency,TransFerTo.TransferTTo,nvarchar,-1, 
OriginExRate,"dbo.TransferFraudDetail,dbo.Transfer,dbo.PreTransfer,dbo.TransferClosed,dbo.PreTransferClosed",money, , 
